Scheme Name	Asset Value
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth	0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment	10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth	10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth	10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout	10.018167
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth	10.39494886
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout	10.0036
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth	10.1855
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout	10.0029
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth	10.1862
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth	26.6368
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option	12.3696
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option	12.3157
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option	26.3422
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option	35.3685
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option	10.0000
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option	10.8556
Nippon India Interval Fund V - Series 2 - Dividend Payout Option	10.0001
Nippon India Interval Fund V - Series 2 - Growth Option	10.8332
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option	10.8758
Nippon India Interval Fund V- Series 1- Dividend Option	10.0000
Nippon India Interval Fund V- Series 1- Growth Option	10.8539
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option	32.7477
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option	10.0033
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option	10.0002
Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth	33.1403
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option	10.0276
Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option	32.5339
Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option	10.0291
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	10.0058
Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth	33.1088
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option	10.0058
Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option	10.0304
Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option	35.3201
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option	12.4243
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth	35.8537
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option	12.3849
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option	10.0212
Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth	33.9139
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option	12.1757
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option	12.1595
Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option	33.3146
Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option	33.7018
Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option	17.9330
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option	12.3068
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth	20.7680
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option	12.2336
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option	10.9903
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option	18.4492
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option	10.0000
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option	18.3223
Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option	12.9909
Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option	12.9909
Reliance Interval Fund -IV -Series 2 - Dividend Payout Option	12.721
Reliance Interval Fund -IV -Series 2 - Growth Option	12.721
Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option	12.6668
Reliance Interval Fund IV- Series 3- Direct Plan-Growth option	12.6668
Reliance Interval Fund IV- Series 3- Dividend Payout Option	12.4325
Reliance Interval Fund IV- Series 3- Growth option	12.4325
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth	23.58
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW	23.58
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth	22.82
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW	22.82
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth	28.53
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW	28.53
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth	27.49
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW	27.50
ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option	25.30
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option	26.36
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option	26.35
ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option	25.30
ICICI Prudential R.I.G.H.T. Fund Dividend	22.73
ICICI Prudential R.I.G.H.T. Fund Growth	39.09
Reliance Equity Linked Saving Fund - Series I - Dividend Plan	32.0820
Reliance Equity Linked Saving Fund - Series I - Growth Plan	32.0820
SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH	42.9016
SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	36.1601
SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH	41.3545
SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	34.8210
SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH	39.9932
SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	33.8452
SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH	38.5535
SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	32.6021
SBI Long Term Advantage Fund - Series III - Direct Plan - Growth	42.1748
SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	35.5442
SBI Long Term Advantage Fund - Series III - Regular Plan - Growth	39.6003
SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	33.5320
SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth	43.9930
SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	37.3291
SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth	41.9718
SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	35.5585
SBI Long Term Advantage Fund - Series V - Direct Plan - Growth	26.6750
SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	26.6760
SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	25.6901
SBI Long Term Advantage Fund Series V - Regular Plan - Growth	25.7008
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth	27.8409
SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	27.8172
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth	26.8369
SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	26.8425
SBI TAX ADVANTAGE FUND - SERIES II - GROWTH	79.8534
SBI Tax Advantage Fund-Series- II - Income Distribution cum Capital Withdrawal Option (IDCW)	58.7332
SBI Tax Advantage Fund - Series III - Direct Plan - Growth Option	79.8340
SBI Tax Advantage Fund - Series III - Regular Plan - Growth	76.6804
SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	63.5807
SBI Tax Advantage Fund-Series- III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	61.0146
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth	28.7811
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	25.2400
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth	27.9675
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.4695
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth	24.8672
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.6685
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth	24.3299
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.1326
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth	23.6581
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.8977
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth	22.5890
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	21.8308
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth	24.2838
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.1195
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth	23.6301
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.4689
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth	31.6331
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	25.1207
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Growth	30.8897
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.4144
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Growth	24.6270
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.4449
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Growth	23.8773
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.6986
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Growth	28.3508
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	26.0481
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Growth	27.8195
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	25.5288
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth	33.1005
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	25.5730
Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Growth	32.1311
Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.6910
UTI Long Term Advantage Fund Series III - Direct Plan - Growth Option	23.2926
UTI Long Term Advantage Fund Series III - Direct Plan - IDCW	21.1683
UTI Long Term Advantage Fund Series III - Regular Plan - Growth Option	22.0771
UTI Long Term Advantage Fund Series III - Regular Plan - IDCW	19.9881
UTI Long Term Advantage Fund Series IV - Direct Plan - Growth Option	16.4953
UTI Long Term Advantage Fund Series IV - Direct Plan - IDCW	16.4953
UTI Long Term Advantage Fund Series IV - Regular Plan - Growth Option	15.7183
UTI Long Term Advantage Fund Series IV - Regular Plan - IDCW	15.7183
UTI Long Term Advantage Fund Series V - Direct Plan - Growth Option	15.4735
UTI Long Term Advantage Fund Series V - Direct Plan - IDCW	15.4735
UTI Long Term Advantage Fund Series V - Regular Plan - Growth Option	14.7433
UTI Long Term Advantage Fund Series V - Regular Plan - IDCW	14.7433
UTI Long Term Advantage Fund Series VI - Direct Plan - Growth Option	12.7086
UTI Long Term Advantage Fund Series VI - Direct Plan - IDCW	12.708
UTI Long Term Advantage Fund Series VI - Regular Plan - Growth Option	12.2198
UTI Long Term Advantage Fund Series VI - Regular Plan - IDCW	12.2199
UTI - Master Equity Plan Unit Scheme	207.2029
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option	13.298
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option - Direct Plan	13.895
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option	10.000
HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option - Direct Plan	10.000
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option	14.316
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option - Direct Plan	14.837
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option	10
HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option - Direct Plan	10
ICICI Prudential Bharat Consumption Fund - Series 1 - Cumulative Option	15.62
ICICI Prudential Bharat Consumption Fund - Series 1 - Direct Plan - Cumulative Option	16.04
ICICI Prudential Bharat Consumption Fund - Series 1 - Direct Plan - IDCW Option	16.04
ICICI Prudential Bharat Consumption Fund - Series 1 - IDCW Option	15.62
ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option	15.77
ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan - Cumulative Option	16.14
ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan - IDCW Option	16.14
ICICI Prudential Bharat Consumption Fund - Series 2 - IDCW Option	15.77
ICICI Prudential Bharat Consumption Fund - Series 3 - Cumulative Option	16.55
ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - Cumulative Option	17.01
ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - IDCW Option	17.01
ICICI Prudential Bharat Consumption Fund - Series 3 - IDCW Option	16.55
ICICI Prudential Bharat Consumption Fund - Series 4 - Cumulative Option	14.76
ICICI Prudential Bharat Consumption Fund - Series 4 - Direct Plan - Cumulative Option	15.13
ICICI Prudential Bharat Consumption Fund - Series 4 - Direct Plan - IDCW Option	15.13
ICICI Prudential Bharat Consumption Fund - Series 4 - IDCW Option	14.76
ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option	18.19
ICICI Prudential Bharat Consumption Fund - Series 5 - Direct Plan - Cumulative Option	18.51
ICICI Prudential Bharat Consumption Fund - Series 5 - Direct Plan - IDCW Option	18.51
ICICI Prudential Bharat Consumption Fund - Series 5 - IDCW Option	18.19
ICICI Prudential Business Cycle Fund - Series 1  Cumulative Option	12.80
ICICI Prudential Business Cycle Fund - Series 1 Direct Plan Cumulative Option	13.27
ICICI Prudential Business Cycle Fund - Series 1 Direct Plan Dividend Option	10.01
ICICI Prudential Business Cycle Fund - Series 1 Dividend Option	9.61
ICICI Prudential Business Cycle Fund - Series 2  Cumulative Option	13.99
ICICI Prudential Business Cycle Fund - Series 2  Dividend Option	10.29
ICICI Prudential Business Cycle Fund - Series 2 Direct Plan Cumulative Option	14.46
ICICI Prudential Business Cycle Fund - Series 2 Direct Plan Dividend Option	10.69
ICICI Prudential Business Cycle Fund - Series 3 Cumulative option	13.56
ICICI Prudential Business Cycle Fund - Series 3 Direct Plan Cumulative option	14.19
ICICI Prudential Business Cycle Fund - Series 3 Direct Plan Dividend option	9.68
ICICI Prudential Business Cycle Fund - Series 3 Dividend option	9.15
ICICI Prudential Equity Savings Fund - Series 1  - Dividend	12.06
ICICI Prudential Equity Savings Fund - Series 1 - Cumulative	20.54
ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Cumulative	21.08
ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Dividend	12.48
ICICI Prudential Growth Fund- Series 1 Direct Dividend	14.47
ICICI Prudential Growth Fund- Series 1 Dividend	13.23
ICICI Prudential Growth Fund - Series 2 Direct Dividend	16.02
ICICI Prudential Growth Fund - Series 2 Dividend	14.68
ICICI Prudential Growth Fund - Series 3 Direct IDCW	13.67
ICICI Prudential Growth Fund - Series 3 IDCW	12.50
ICICI Prudential Growth Fund - Series 4 Direct Dividend	11.62
ICICI Prudential Growth Fund - Series 4 Dividend	10.89
ICICI Prudential Growth Fund - Series 5 Direct Dividend	11.11
ICICI Prudential Growth Fund - Series 5 Dividend	10.47
ICICI Prudential Growth Fund - Series 6  Dividend	10.29
ICICI Prudential Growth Fund - Series 6 Direct Dividend	10.97
ICICI Prudential Growth Fund - Series 7  Dividend	9.98
ICICI Prudential Growth Fund - Series 7 Direct Dividend	10.54
ICICI Prudential Growth Fund - Series 8  Dividend	10.71
ICICI Prudential Growth Fund - Series 8 Direct Dividend	10.82
ICICI Prudential India Recovery Fund - Series 1 Direct Dividend	9.95
ICICI Prudential India Recovery Fund - Series 1 Dividend	9.46
ICICI Prudential India Recovery Fund - Series 2 Direct Dividend	10.54
ICICI Prudential India Recovery Fund - Series 2 Dividend	9.89
ICICI Prudential India Recovery Fund - Series 3 Cumulative Option	13.82
ICICI Prudential India Recovery Fund - Series 3 Direct Plan Cumulative Option	14.35
ICICI Prudential India Recovery Fund - Series 3 Direct Plan Dividend Option	10.22
ICICI Prudential India Recovery Fund - Series 3 Dividend Option	9.96
ICICI Prudential India Recovery Fund - Series 4 Cumulative Option	16.56
ICICI Prudential India Recovery Fund - Series 4 Direct Plan Cumulative Option	17.28
ICICI Prudential India Recovery Fund - Series 4 Direct Plan Dividend Option	12.19
ICICI Prudential India Recovery Fund - Series 4 Dividend Option	11.58
ICICI Prudential India Recovery Fund - Series 5 Cumulative Option	13.78
ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option	14.28
ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option	10.85
ICICI Prudential India Recovery Fund - Series 5 Dividend Option	10.47
ICICI Prudential India Recovery Fund - Series 7 Direct Plan Dividend Option	11.90
ICICI Prudential India Recovery Fund - Series 7 Dividend Option	11.35
ICICI Prudential Value Fund - Series 1 - Direct Dividend	11.43
ICICI Prudential Value Fund - Series 1 -Dividend	10.42
ICICI Prudential Value Fund - Series 10 - Cumulative Option	11.89
ICICI Prudential Value Fund - Series 10 - Direct Plan - Cumulative Option	12.32
ICICI Prudential Value Fund - Series 10 - Direct Plan - Dividend Option	10.91
ICICI Prudential Value Fund - Series 10 - Dividend Option	10.50
ICICI Prudential Value Fund - Series 11 - Cumulative Option	13.09
ICICI Prudential Value Fund - Series 11 - Direct Plan - Cumulative Option	13.54
ICICI Prudential Value Fund - Series 11 - Direct Plan - Dividend Option	11.69
ICICI Prudential Value Fund - Series 11 - Dividend Option	11.27
ICICI Prudential Value Fund - Series 12 - Direct Plan - Dividend Option	12.21
ICICI Prudential Value Fund - Series 12 - Dividend Option	11.68
ICICI Prudential Value Fund - Series 13 - Direct Plan - Dividend Option	11.95
ICICI Prudential Value Fund - Series 13 - Dividend Option	11.46
ICICI Prudential Value Fund - Series 14 - Cumulative Option	12.39
ICICI Prudential Value Fund - Series 14 - Direct Plan - Cumulative Option	12.99
ICICI Prudential Value Fund - Series 14 - Direct Plan - Dividend Option	12.39
ICICI Prudential Value Fund - Series 14 - Dividend Option	11.81
ICICI Prudential Value Fund - Series 15 - Cumulative Option	12.70
ICICI Prudential Value Fund - Series 15 - Direct Plan - Cumulative Option	13.18
ICICI Prudential Value Fund - Series 15 - Direct Plan - Dividend Option	12.70
ICICI Prudential Value Fund - Series 15 - Dividend Option	12.39
ICICI Prudential Value Fund - Series 16 - Cumulative Option	12.52
ICICI Prudential Value Fund - Series 16 - Direct Plan - Cumulative Option	12.93
ICICI Prudential Value Fund - Series 16 - Direct Plan - Dividend Option	12.32
ICICI Prudential Value Fund - Series 16 - Dividend Option	12.01
ICICI Prudential Value Fund - Series 17 - Cumulative Option	12.90
ICICI Prudential Value Fund - Series 17 - Direct Plan - Cumulative Option	13.36
ICICI Prudential Value Fund - Series 17 - Direct Plan - IDCW Option	13.04
ICICI Prudential Value Fund - Series 17 - IDCW Option	12.59
ICICI Prudential Value Fund - Series 18 - Cumulative Option	14.75
ICICI Prudential Value Fund - Series 18 - Direct Plan - Cumulative Option	15.23
ICICI Prudential Value Fund - Series 18 - Direct Plan - IDCW Option	14.87
ICICI Prudential Value Fund - Series 18 - IDCW Option	14.41
ICICI Prudential Value Fund - Series 19 - Cumulative Option	14.45
ICICI Prudential Value Fund - Series 19 - Direct Plan - Cumulative Option	14.94
ICICI Prudential Value Fund - Series 19 - Direct Plan - IDCW Option	14.94
ICICI Prudential Value Fund - Series 19 - IDCW Option	14.45
ICICI Prudential Value Fund - Series 2 - Direct Dividend	11.51
ICICI Prudential Value Fund - Series 2 - Dividend	10.48
ICICI Prudential Value Fund - Series 20 - Cumulative Option	13.43
ICICI Prudential Value Fund - Series 20 - Direct Plan - Cumulative Option	13.78
ICICI Prudential Value Fund - Series 20 - Direct Plan - IDCW Option	13.78
ICICI Prudential Value Fund - Series 20 - IDCW Option	13.43
ICICI Prudential Value Fund - Series 3 - Direct Dividend	11.48
ICICI Prudential Value Fund - Series 3 - Dividend	10.49
ICICI Prudential Value Fund - Series 4  Dividend	10.17
ICICI Prudential Value Fund - Series 4 Cumulative Option	21.15
ICICI Prudential Value Fund - Series 4 Direct Plan Cumulative Option	22.23
ICICI Prudential Value Fund - Series 4 Direct Plan Dividend	10.82
ICICI Prudential Value Fund - Series 5  Cumulative Option	14.71
ICICI Prudential Value Fund - Series 5 Direct Plan Cumulative Option	15.46
ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option	11.26
ICICI Prudential Value Fund - Series 5 Dividend Option	10.59
ICICI Prudential Value Fund - Series 6  Cumulative Option	12.66
ICICI Prudential Value Fund - Series 6  Dividend Option	9.96
ICICI Prudential Value Fund - Series 6 Direct Plan Cumulative Option	13.25
ICICI Prudential Value Fund - Series 6 Direct Plan Dividend Option	10.43
ICICI Prudential Value Fund - Series 7 Direct Plan Dividend Option	10.98
ICICI Prudential Value Fund - Series 7 Dividend Option	10.51
ICICI Prudential Value Fund - Series 8 Direct Plan Dividend Option	10.88
ICICI Prudential Value Fund - Series 8 Dividend Option	10.17
ICICI Prudential Value Fund - Series 9 - Cumulative Option	12.27
ICICI Prudential Value Fund - Series 9 - Direct Plan - Cumulative Option	12.60
ICICI Prudential Value Fund - Series 9 - Direct Plan - Dividend Option	10.85
ICICI Prudential Value Fund - Series 9 - Dividend Option	10.53
Kotak India Gorwth Fund - Series I - Direct Plan - Dividend	11.21277657
Kotak India Gorwth Fund - Series I - Direct Plan - Growth	13.27862178
Kotak India Gorwth Fund - Series I - Regular Plan - Dividend	11.00627096
Kotak India Gorwth Fund - Series I - Regular Plan - Growth	13.07073144
Kotak India Growth Fund Series 4 - Regular Plan- Growth option	29.1871004
Kotak India Growth Fund Series 4-Direct Plan - Growth Option	31.06262646
Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option	30.84950529
Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option	29.18842837
Kotak India Growth Fund Series 5-Direct PLan-ayout of Income Distribution cum capital withdrawal option	14.74284682
Kotak India Growth Fund Series 5-Direct Plan-Growth Option	14.74283395
Kotak India Growth Fund Series 5-Regular Plan-ayout of Income Distribution cum capital withdrawal option	14.6365481
Kotak India Growth Fund Series 5-Regular Plan-Growth Option	14.63654539
Kotak India Growth Fund Series 7 - Direct Plan - Growth Option	15.09747791
Kotak India Growth Fund Series 7 - Regular Plan - ayout of Income Distribution cum capital withdrawal option	14.61685259
Kotak India Growth Fund Series 7 - Regular Plan - Growth Option	14.61685271
Kotak India Growth Fund Series 7 -Direct Plan  -ayout of Income Distribution cum capital withdrawal option	15.09752459
Nippon India Capital Builder Fund IV - Series B - Direct Plan - Growth Option	13.8922
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - DIRECT Plan - IDCW Option	13.8922
Nippon India Capital Builder Fund IV - Series B - Growth Option	13.2980
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - IDCW Option	13.2980
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Dividend Payout Option	10.3270
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Growth Option	10.3270
Nippon India Capital Builder Fund IV- Series A- Dividend Payout Option	10.0452
Nippon India Capital Builder Fund IV- Series A- Growth Option	10.0452
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Dividend Payout Option	11.4785
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Growth Option	11.4785
Nippon India Capital Builder Fund IV- Series C- Dividend Payout Option	11.1685
Nippon India Capital Builder Fund IV- Series C- Growth Option	11.1685
Nippon India Capital Builder Fund IV- Series D- Direct Plan- Growth Option	10.6411
Nippon India Capital Builder Fund IV- Series D- Direct Plan-Dividend Payout Option	10.6411
Nippon India Capital Builder Fund IV- Series D- Dividend Payout Option	10.3583
Nippon India Capital Builder Fund IV- Series D- Growth Option	10.3583
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option	10.0000
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option	10.0000
Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option	12.6864
Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option	12.6440
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - DIRECT Plan - IDCW Option	16.5970
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - IDCW Option	16.0652
Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option	16.5970
Nippon India India Opportunities Fund - Series A - Growth Option	16.0652
Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option	13.8329
Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option	13.8329
Reliance Capital Builder Fund II - Series B - Dividend Payout Option	13.0421
Reliance Capital Builder Fund II - Series B - Growth Option	13.0421
Reliance Capital Builder Fund II - Series C - Direct Plan - Dividend Payout Option	12.5434
Reliance Capital Builder Fund II - Series C - Direct Plan - Growth Option	12.5434
Reliance Capital Builder Fund II - Series C - Dividend Payout Option	12.1517
Reliance Capital Builder Fund II - Series C - Growth Option	12.1517
Reliance Capital Builder Fund II- Series A- Direct Plan-Dividend Payout Option	10.0000
Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option	14.5494
